t,f,m,y,l,r,RateOfProductionByTechnologyByMode
RSCPRC,WTRPRC,1,2022,S22,RE1,360.0
RSCPRC,WTRPRC,1,2023,S22,RE1,360.0
RSCPRC,WTRPRC,1,2024,S22,RE1,360.0
RSCPRC,WTRPRC,1,2025,S22,RE1,360.0
RSCPRC,WTRPRC,1,2026,S22,RE1,360.0
RSCPRC,WTRPRC,1,2027,S22,RE1,360.0
RSCPRC,WTRPRC,1,2028,S22,RE1,360.0
RSCPRC,WTRPRC,1,2029,S22,RE1,360.0
RSCPRC,WTRPRC,1,2030,S22,RE1,360.0
RSCPRC,WTRPRC,1,2031,S22,RE1,360.0
RSCPRC,WTRPRC,1,2032,S22,RE1,360.0
RSCPRC,WTRPRC,1,2033,S22,RE1,360.0
RSCPRC,WTRPRC,1,2034,S22,RE1,360.0
RSCPRC,WTRPRC,1,2035,S22,RE1,360.0
RSCSOL,SOL,1,2020,S22,RE1,0.0
RSCSOL,SOL,1,2021,S22,RE1,0.0
RSCSOL,SOL,1,2022,S22,RE1,0.0
RSCSOL,SOL,1,2023,S22,RE1,0.0
RSCSOL,SOL,1,2024,S22,RE1,0.0
RSCSOL,SOL,1,2025,S22,RE1,0.0
RSCSOL,SOL,1,2026,S22,RE1,0.0
RSCSOL,SOL,1,2027,S22,RE1,0.0
RSCSOL,SOL,1,2028,S22,RE1,0.0
RSCSOL,SOL,1,2029,S22,RE1,0.0
RSCSOL,SOL,1,2030,S22,RE1,0.0
RSCSOL,SOL,1,2031,S22,RE1,0.0
RSCSOL,SOL,1,2032,S22,RE1,0.0
RSCSOL,SOL,1,2033,S22,RE1,0.0
RSCSOL,SOL,1,2034,S22,RE1,0.0
RSCSOL,SOL,1,2035,S22,RE1,0.0
RSCWND,WND,1,2020,S22,RE1,19.3946
RSCWND,WND,1,2021,S22,RE1,19.3946
RSCWND,WND,1,2022,S22,RE1,19.3946
RSCWND,WND,1,2023,S22,RE1,19.3946
RSCWND,WND,1,2024,S22,RE1,19.3946
RSCWND,WND,1,2025,S22,RE1,19.3946
RSCWND,WND,1,2026,S22,RE1,19.3946
RSCWND,WND,1,2027,S22,RE1,19.3946
RSCWND,WND,1,2028,S22,RE1,19.3946
RSCWND,WND,1,2029,S22,RE1,19.3946
RSCWND,WND,1,2030,S22,RE1,19.3946
RSCWND,WND,1,2031,S22,RE1,19.3946
RSCWND,WND,1,2032,S22,RE1,19.3946
RSCWND,WND,1,2033,S22,RE1,19.3946
RSCWND,WND,1,2034,S22,RE1,19.3946
RSCWND,WND,1,2035,S22,RE1,19.3946
UPSWTRSUR,WTRSUR,1,2020,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2021,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2022,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2023,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2024,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2025,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2026,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2027,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2028,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2029,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2030,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2031,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2032,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2033,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2034,S22,RE1,0.0
UPSWTRSUR,WTRSUR,1,2035,S22,RE1,0.0
